Provincia;Concello;Parroquia;Lugar;
LUGO;VILALBA;Samarugo (Santiago);Bidueiro;
LUGO;VILALBA;Samarugo (Santiago);Calzada, A;
LUGO;VILALBA;Samarugo (Santiago);Camba;
LUGO;VILALBA;Samarugo (Santiago);Campomaior;
LUGO;VILALBA;Samarugo (Santiago);Casal;
LUGO;VILALBA;Samarugo (Santiago);Cornas;
LUGO;VILALBA;Samarugo (Santiago);Cornide;
LUGO;VILALBA;Samarugo (Santiago);Foxo;
LUGO;VILALBA;Samarugo (Santiago);Hedreiro, O;
LUGO;VILALBA;Samarugo (Santiago);Lameiros, Os;
LUGO;VILALBA;Samarugo (Santiago);Lobán;
LUGO;VILALBA;Samarugo (Santiago);Navallos, Os;
LUGO;VILALBA;Samarugo (Santiago);Palleiro, O;
LUGO;VILALBA;Samarugo (Santiago);Pardiñas;
LUGO;VILALBA;Samarugo (Santiago);Pazo, O;
LUGO;VILALBA;Samarugo (Santiago);Pedralba;
LUGO;VILALBA;Samarugo (Santiago);Penaserra;
LUGO;VILALBA;Samarugo (Santiago);Porto de Cubas;
LUGO;VILALBA;Samarugo (Santiago);Portocego, O;
LUGO;VILALBA;Samarugo (Santiago);Reguengo;
LUGO;VILALBA;Samarugo (Santiago);Remosende;
LUGO;VILALBA;Samarugo (Santiago);Ribeira, A;
LUGO;VILALBA;Samarugo (Santiago);Rodas;
LUGO;VILALBA;Samarugo (Santiago);Vacariza;
LUGO;VILALBA;Samarugo (Santiago);Veiga, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Acivro;
LUGO;VILALBA;San Simón da Costa (San Simón);Adaúlfe;
LUGO;VILALBA;San Simón da Costa (San Simón);Augarrío;
LUGO;VILALBA;San Simón da Costa (San Simón);Barreiro, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Besta de Abaixo, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Besta de Arriba, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Bodán;
LUGO;VILALBA;San Simón da Costa (San Simón);Braña, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Cabradoiro, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Cadriño;
LUGO;VILALBA;San Simón da Costa (San Simón);Cal, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Campas, As;
LUGO;VILALBA;San Simón da Costa (San Simón);Candaído;
LUGO;VILALBA;San Simón da Costa (San Simón);Candeeira, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Carballotorto;
LUGO;VILALBA;San Simón da Costa (San Simón);Casal;
LUGO;VILALBA;San Simón da Costa (San Simón);Casanova, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Casavella, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Castiñeira;
LUGO;VILALBA;San Simón da Costa (San Simón);Castro, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Castros, Os;
LUGO;VILALBA;San Simón da Costa (San Simón);Catadoiro, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Chá, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Chao, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Chás, As;
LUGO;VILALBA;San Simón da Costa (San Simón);Costa do Sol, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Coto do Regueiriño, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Coto, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Croa, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Estremil;
LUGO;VILALBA;San Simón da Costa (San Simón);Folgueiras, As;
LUGO;VILALBA;San Simón da Costa (San Simón);Folgueiro;
LUGO;VILALBA;San Simón da Costa (San Simón);Fontarraña;
LUGO;VILALBA;San Simón da Costa (San Simón);Fontarriba;
LUGO;VILALBA;San Simón da Costa (San Simón);Fornos, Os;
LUGO;VILALBA;San Simón da Costa (San Simón);Funcasta;
LUGO;VILALBA;San Simón da Costa (San Simón);Golariz;
LUGO;VILALBA;San Simón da Costa (San Simón);Hedradas, As;
LUGO;VILALBA;San Simón da Costa (San Simón);Lagoa, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Laxoso;
LUGO;VILALBA;San Simón da Costa (San Simón);Lobán da Barreira;
LUGO;VILALBA;San Simón da Costa (San Simón);Lobán de Louros;
LUGO;VILALBA;San Simón da Costa (San Simón);Lobás, Os;
LUGO;VILALBA;San Simón da Costa (San Simón);Malcán;
LUGO;VILALBA;San Simón da Costa (San Simón);Mariñanes;
LUGO;VILALBA;San Simón da Costa (San Simón);Merlos;
LUGO;VILALBA;San Simón da Costa (San Simón);Mirón;
LUGO;VILALBA;San Simón da Costa (San Simón);Montemeao;
LUGO;VILALBA;San Simón da Costa (San Simón);Pardasalbas;
LUGO;VILALBA;San Simón da Costa (San Simón);Pasarelle;
LUGO;VILALBA;San Simón da Costa (San Simón);Pedragosa;
LUGO;VILALBA;San Simón da Costa (San Simón);Penaserra;
LUGO;VILALBA;San Simón da Costa (San Simón);Picheira, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Pontenova;
LUGO;VILALBA;San Simón da Costa (San Simón);Porto dos Troncos;
LUGO;VILALBA;San Simón da Costa (San Simón);Portofermil;
LUGO;VILALBA;San Simón da Costa (San Simón);Prestes;
LUGO;VILALBA;San Simón da Costa (San Simón);Pude;
LUGO;VILALBA;San Simón da Costa (San Simón);Racamonde;
LUGO;VILALBA;San Simón da Costa (San Simón);Raña, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Reboladoiro, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Regueiriño, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Retorta, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Ribeira, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Rocellas, As;
LUGO;VILALBA;San Simón da Costa (San Simón);Seara, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Seixoá;
LUGO;VILALBA;San Simón da Costa (San Simón);Supena;
LUGO;VILALBA;San Simón da Costa (San Simón);Tarrelo, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Tralomonte;
LUGO;VILALBA;San Simón da Costa (San Simón);Traveso, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Valado, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Varela;
LUGO;VILALBA;San Simón da Costa (San Simón);Veiga de Pude, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Veiga Rubia, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Veiga, A;
LUGO;VILALBA;San Simón da Costa (San Simón);Ventoselos;
LUGO;VILALBA;San Simón da Costa (San Simón);Vilamaior;
LUGO;VILALBA;San Simón da Costa (San Simón);Vilaragonte;
LUGO;VILALBA;San Simón da Costa (San Simón);Vilardebín;
LUGO;VILALBA;San Simón da Costa (San Simón);Viso, O;
LUGO;VILALBA;San Simón da Costa (San Simón);Visodairas;
LUGO;VILALBA;Sancovade (Santiago);Barbeitas;
LUGO;VILALBA;Sancovade (Santiago);Barral, O;
LUGO;VILALBA;Sancovade (Santiago);Casanova, A;
LUGO;VILALBA;Sancovade (Santiago);Casavedra;
LUGO;VILALBA;Sancovade (Santiago);Castro, O;
LUGO;VILALBA;Sancovade (Santiago);Chafarica;
LUGO;VILALBA;Sancovade (Santiago);Chafarra;
LUGO;VILALBA;Sancovade (Santiago);Cobreiro;
LUGO;VILALBA;Sancovade (Santiago);Cotarón, O;
LUGO;VILALBA;Sancovade (Santiago);Forno, O;
LUGO;VILALBA;Sancovade (Santiago);Frouseira, A;
LUGO;VILALBA;Sancovade (Santiago);Guadalupe;
LUGO;VILALBA;Sancovade (Santiago);Guntín;
LUGO;VILALBA;Sancovade (Santiago);Malvecín;
LUGO;VILALBA;Sancovade (Santiago);Muíños;
LUGO;VILALBA;Sancovade (Santiago);Novos, Os;
LUGO;VILALBA;Sancovade (Santiago);Padronelo;
LUGO;VILALBA;Sancovade (Santiago);Painceira;
LUGO;VILALBA;Sancovade (Santiago);Paxán;
LUGO;VILALBA;Sancovade (Santiago);Penas Corveiras;
LUGO;VILALBA;Sancovade (Santiago);Ponte Escourido;
LUGO;VILALBA;Sancovade (Santiago);Porto Barroso;
LUGO;VILALBA;Sancovade (Santiago);Porto da Egua;
LUGO;VILALBA;Sancovade (Santiago);Porto Segundo;
LUGO;VILALBA;Sancovade (Santiago);Ramallal, O;
LUGO;VILALBA;Sancovade (Santiago);Sisto, O;
LUGO;VILALBA;Sancovade (Santiago);Telleira, A;
LUGO;VILALBA;Sancovade (Santiago);Tolda, A;
LUGO;VILALBA;Sancovade (Santiago);Valelle;
LUGO;VILALBA;Sancovade (Santiago);Vilar de Igrexa;
LUGO;VILALBA;Sancovade (Santiago);Xoberte;
LUGO;VILALBA;Santaballa (San Pedro);Airado, O;
LUGO;VILALBA;Santaballa (San Pedro);Apaxo, O;
LUGO;VILALBA;Santaballa (San Pedro);Areabranca;
LUGO;VILALBA;Santaballa (San Pedro);Barreiro, O;
LUGO;VILALBA;Santaballa (San Pedro);Bordelle;
LUGO;VILALBA;Santaballa (San Pedro);Cabo da Aldea, O;
LUGO;VILALBA;Santaballa (San Pedro);Cabras, As;
LUGO;VILALBA;Santaballa (San Pedro);Cadavello, O;
LUGO;VILALBA;Santaballa (San Pedro);Cancelo;
LUGO;VILALBA;Santaballa (San Pedro);Carballeira Moura;
LUGO;VILALBA;Santaballa (San Pedro);Carballido;
LUGO;VILALBA;Santaballa (San Pedro);Carballolongo;
LUGO;VILALBA;Santaballa (San Pedro);Carracido;
LUGO;VILALBA;Santaballa (San Pedro);Carrizo, O;
LUGO;VILALBA;Santaballa (San Pedro);Casal, O;
LUGO;VILALBA;Santaballa (San Pedro);Casanova, A;
LUGO;VILALBA;Santaballa (San Pedro);Casela;
LUGO;VILALBA;Santaballa (San Pedro);Caseta, A;
LUGO;VILALBA;Santaballa (San Pedro);Castro, O;
LUGO;VILALBA;Santaballa (San Pedro);Cendoi;
LUGO;VILALBA;Santaballa (San Pedro);Cobreiro;
LUGO;VILALBA;Santaballa (San Pedro);Curbel;
LUGO;VILALBA;Santaballa (San Pedro);Feiranova;
LUGO;VILALBA;Santaballa (San Pedro);Folgueira;
LUGO;VILALBA;Santaballa (San Pedro);Fonte da Bouza, A;
LUGO;VILALBA;Santaballa (San Pedro);Fontepisón;
LUGO;VILALBA;Santaballa (San Pedro);Fraga Moura;
LUGO;VILALBA;Santaballa (San Pedro);Furada, A;
LUGO;VILALBA;Santaballa (San Pedro);Gunxar;
LUGO;VILALBA;Santaballa (San Pedro);Lugarvello;
LUGO;VILALBA;Santaballa (San Pedro);Millares;
LUGO;VILALBA;Santaballa (San Pedro);Outeiro de Bordelle, O;
LUGO;VILALBA;Santaballa (San Pedro);Outeiro, O;
LUGO;VILALBA;Santaballa (San Pedro);Parrugueira, A;
LUGO;VILALBA;Santaballa (San Pedro);Penedo, O;
LUGO;VILALBA;Santaballa (San Pedro);Pereira, A;
LUGO;VILALBA;Santaballa (San Pedro);Piñeiro;
LUGO;VILALBA;Santaballa (San Pedro);Portacabana, A;
LUGO;VILALBA;Santaballa (San Pedro);Regovello, O;
LUGO;VILALBA;Santaballa (San Pedro);Ribeira, A;
LUGO;VILALBA;Santaballa (San Pedro);Santiago;
LUGO;VILALBA;Santaballa (San Pedro);Silva;
LUGO;VILALBA;Santaballa (San Pedro);Templanza, A;
LUGO;VILALBA;Santaballa (San Pedro);Trastoi;
LUGO;VILALBA;Santaballa (San Pedro);Trufas;
LUGO;VILALBA;Santaballa (San Pedro);Tufiade;
LUGO;VILALBA;Santaballa (San Pedro);Vesura, A;
LUGO;VILALBA;Santaballa (San Pedro);Vilanova;
LUGO;VILALBA;Santaballa (San Pedro);Vilasuso;
LUGO;VILALBA;Santaballa (San Pedro);Vilaxoán;
LUGO;VILALBA;Soexo (Santa María);Campos, Os;
LUGO;VILALBA;Soexo (Santa María);Casas de Abaixo;
LUGO;VILALBA;Soexo (Santa María);Casas Novas, As;
LUGO;VILALBA;Soexo (Santa María);Gaián;
LUGO;VILALBA;Soexo (Santa María);Igrexa, A;
LUGO;VILALBA;Soexo (Santa María);Pallotas, As;
LUGO;VILALBA;Soexo (Santa María);Pasaxe, A;
LUGO;VILALBA;Soexo (Santa María);Portas de Galás;
LUGO;VILALBA;Soexo (Santa María);Vimbieiro;
LUGO;VILALBA;Tardade (Santa María);Cal de Gaián;
LUGO;VILALBA;Tardade (Santa María);Cal, O;
LUGO;VILALBA;Tardade (Santa María);Capela, A;
LUGO;VILALBA;Tardade (Santa María);Cartín;
LUGO;VILALBA;Tardade (Santa María);Corredoira, A;
LUGO;VILALBA;Tardade (Santa María);Cruz de Gracia;
LUGO;VILALBA;Tardade (Santa María);Escrita, A;
LUGO;VILALBA;Tardade (Santa María);Fontao;
LUGO;VILALBA;Tardade (Santa María);Igrexa, A;
LUGO;VILALBA;Tardade (Santa María);Lameirós;
LUGO;VILALBA;Tardade (Santa María);Lanzán;
LUGO;VILALBA;Tardade (Santa María);Muíño, O;
LUGO;VILALBA;Tardade (Santa María);Padín;
LUGO;VILALBA;Tardade (Santa María);Pena, A;
LUGO;VILALBA;Tardade (Santa María);Penela;
LUGO;VILALBA;Tardade (Santa María);Pereiro, O;
LUGO;VILALBA;Tardade (Santa María);Picha, A;
LUGO;VILALBA;Tardade (Santa María);Pino, O;
LUGO;VILALBA;Tardade (Santa María);Portomedroso;
LUGO;VILALBA;Tardade (Santa María);Tineos, Os;
LUGO;VILALBA;Tardade (Santa María);Xurbal;
LUGO;VILALBA;Torre, A (Santa María);Cancela, A;
LUGO;VILALBA;Torre, A (Santa María);Carlete;
LUGO;VILALBA;Torre, A (Santa María);Costián;
LUGO;VILALBA;Torre, A (Santa María);Coutado, O;
LUGO;VILALBA;Torre, A (Santa María);Ermida, A;
LUGO;VILALBA;Torre, A (Santa María);Estrada, A;
LUGO;VILALBA;Torre, A (Santa María);Goiriz;
LUGO;VILALBA;Torre, A (Santa María);Lopiño;
LUGO;VILALBA;Torre, A (Santa María);Marcelle;
LUGO;VILALBA;Torre, A (Santa María);Merlán;
LUGO;VILALBA;Torre, A (Santa María);Míllara;
LUGO;VILALBA;Torre, A (Santa María);Muíño Pequeno;
LUGO;VILALBA;Torre, A (Santa María);Pasaído;
LUGO;VILALBA;Torre, A (Santa María);Pasaxes;
LUGO;VILALBA;Torre, A (Santa María);Pedrouzos;
LUGO;VILALBA;Torre, A (Santa María);Pena do Curro;
LUGO;VILALBA;Torre, A (Santa María);Penadrade;
LUGO;VILALBA;Torre, A (Santa María);Penedo, O;
LUGO;VILALBA;Torre, A (Santa María);Ponte Pedrouzos;
LUGO;VILALBA;Torre, A (Santa María);Pretos, Os;
LUGO;VILALBA;Torre, A (Santa María);Sapeira, A;
LUGO;VILALBA;Torre, A (Santa María);Sisto, O;
LUGO;VILALBA;Vilalba (Santa María);Vilalba;
LUGO;VILALBA;Vilapedre (San Mamede);Aciveiro;
LUGO;VILALBA;Vilapedre (San Mamede);Balsa Pequena, A;
LUGO;VILALBA;Vilapedre (San Mamede);Bouza, A;
LUGO;VILALBA;Vilapedre (San Mamede);Bustofreán;
LUGO;VILALBA;Vilapedre (San Mamede);Cal de Abelleira;
LUGO;VILALBA;Vilapedre (San Mamede);Carballal, O;
LUGO;VILALBA;Vilapedre (San Mamede);Carballeira, A;
LUGO;VILALBA;Vilapedre (San Mamede);Casanova, A;
LUGO;VILALBA;Vilapedre (San Mamede);Castiñeiras;
LUGO;VILALBA;Vilapedre (San Mamede);Castro, O;
LUGO;VILALBA;Vilapedre (San Mamede);Cernado;
LUGO;VILALBA;Vilapedre (San Mamede);Condomiñas;
LUGO;VILALBA;Vilapedre (San Mamede);Cornas;
LUGO;VILALBA;Vilapedre (San Mamede);Corvelle;
LUGO;VILALBA;Vilapedre (San Mamede);Cristo, O;
LUGO;VILALBA;Vilapedre (San Mamede);Cubas;
LUGO;VILALBA;Vilapedre (San Mamede);Doade;
LUGO;VILALBA;Vilapedre (San Mamede);Escourido, O;
LUGO;VILALBA;Vilapedre (San Mamede);Fraga, A;
LUGO;VILALBA;Vilapedre (San Mamede);Fraguas;
LUGO;VILALBA;Vilapedre (San Mamede);Garea, A;
LUGO;VILALBA;Vilapedre (San Mamede);Gondulfe;
LUGO;VILALBA;Vilapedre (San Mamede);Igrexario, O;
LUGO;VILALBA;Vilapedre (San Mamede);Insua, A;
LUGO;VILALBA;Vilapedre (San Mamede);Lavapés;
LUGO;VILALBA;Vilapedre (San Mamede);Lombo do Cervo;
LUGO;VILALBA;Vilapedre (San Mamede);Lombo do Río;
LUGO;VILALBA;Vilapedre (San Mamede);Muíños, Os;
LUGO;VILALBA;Vilapedre (San Mamede);Orosa;
LUGO;VILALBA;Vilapedre (San Mamede);Padriñeiro, O;
LUGO;VILALBA;Vilapedre (San Mamede);Pazo, O;
LUGO;VILALBA;Vilapedre (San Mamede);Porrás;
LUGO;VILALBA;Vilapedre (San Mamede);Porto Bañal, O;
LUGO;VILALBA;Vilapedre (San Mamede);Porto de Bois, O;
LUGO;VILALBA;Vilapedre (San Mamede);Ramos;
LUGO;VILALBA;Vilapedre (San Mamede);Rebordelo;
LUGO;VILALBA;Vilapedre (San Mamede);Rebordiños;
LUGO;VILALBA;Vilapedre (San Mamede);Sarela;
LUGO;VILALBA;Vilapedre (San Mamede);Sulombo;
LUGO;VILALBA;Vilapedre (San Mamede);Vigo;
LUGO;VILALBA;Xoibán (San Salvador);Alamparte;
LUGO;VILALBA;Xoibán (San Salvador);Alto, O;
LUGO;VILALBA;Xoibán (San Salvador);Bon Aire;
LUGO;VILALBA;Xoibán (San Salvador);Cascallal, O;
LUGO;VILALBA;Xoibán (San Salvador);Escoira, A;
LUGO;VILALBA;Xoibán (San Salvador);Fontefría;
LUGO;VILALBA;Xoibán (San Salvador);Granda, A;
LUGO;VILALBA;Xoibán (San Salvador);Igrexa, A;
LUGO;VILALBA;Xoibán (San Salvador);Lentille;
LUGO;VILALBA;Xoibán (San Salvador);Muíño, O;
LUGO;VILALBA;Xoibán (San Salvador);Pedriñas, As;
LUGO;VILALBA;Xoibán (San Salvador);Pereiro, O;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Boimorto;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Bouzas;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Coruxal, O;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Pitanza, A;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Pousa, A;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Ra, A;
OURENSE;VILAMARÍN;Boimorto (Santa Baia);Souto, O;
OURENSE;VILAMARÍN;León (Santa Baia);Agro Maior;
OURENSE;VILAMARÍN;León (Santa Baia);Cepedo, O;
OURENSE;VILAMARÍN;León (Santa Baia);Pardiñeiros, Os;
OURENSE;VILAMARÍN;León (Santa Baia);Pica, A;
OURENSE;VILAMARÍN;León (Santa Baia);Pousa, A;
OURENSE;VILAMARÍN;León (Santa Baia);Prado, O;
OURENSE;VILAMARÍN;León (Santa Baia);Val, O;
OURENSE;VILAMARÍN;Orbán (Santa María);Marcelle;
OURENSE;VILAMARÍN;Orbán (Santa María);Montós;
OURENSE;VILAMARÍN;Orbán (Santa María);Outraldea, A;
OURENSE;VILAMARÍN;Orbán (Santa María);Palacio, O;
OURENSE;VILAMARÍN;Orbán (Santa María);Penela, A;
OURENSE;VILAMARÍN;Orbán (Santa María);Pereiro, O;
OURENSE;VILAMARÍN;Orbán (Santa María);Raña, A;
OURENSE;VILAMARÍN;Orbán (Santa María);Toldavia;
OURENSE;VILAMARÍN;Orbán (Santa María);Vilar;
OURENSE;VILAMARÍN;Orbán (Santa María);Xagrade;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Belquirime;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Cristoble;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Currelos;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Eirexa, A;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Fonte de Mouros;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Gándara Longa;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Pena, A;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Pilo, O;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Quintás, As;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Ría, A;
OURENSE;VILAMARÍN;Reádegos (San Vicente);San Pedro;
OURENSE;VILAMARÍN;Reádegos (San Vicente);Tolda, A;
OURENSE;VILAMARÍN;Río, O (San Salvador);Baiuca, A;
OURENSE;VILAMARÍN;Río, O (San Salvador);Barbantes;
OURENSE;VILAMARÍN;Río, O (San Salvador);Chouzana, A;
OURENSE;VILAMARÍN;Río, O (San Salvador);Cibrán;
OURENSE;VILAMARÍN;Río, O (San Salvador);Estrumil;
OURENSE;VILAMARÍN;Río, O (San Salvador);Fontao, O;
OURENSE;VILAMARÍN;Río, O (San Salvador);Regueiros;
OURENSE;VILAMARÍN;Río, O (San Salvador);Río, O;
OURENSE;VILAMARÍN;Río, O (San Salvador);San Martiño;
OURENSE;VILAMARÍN;Río, O (San Salvador);Sestelos;
OURENSE;VILAMARÍN;Sobreira (San Xoán);Arbor;
OURENSE;VILAMARÍN;Sobreira (San Xoán);Oxén;
OURENSE;VILAMARÍN;Sobreira (San Xoán);Rego, O;
OURENSE;VILAMARÍN;Sobreira (San Xoán);Sobreira;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Barral, O;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Eirexa, A;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Lama, A;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Malladoiro, O;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Regueiriñas, As;
OURENSE;VILAMARÍN;Tamallancos (Santa María);Tamallancos;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Baínte;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Barrio, O;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Borulfe;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Castiñeiras;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Cazarrande;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Crecedur;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Delvezón;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Figueiredo, O;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Fondo de Vila;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Gosende;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Ouxeas, As;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Palacio, O;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Parada;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Pazos de Monte;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Porto Amieiro;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Regueira Grande, A;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Reguengo, O;
OURENSE;VILAMARÍN;Vilamarín (Santiago);Vilamarín;
OURENSE;VILAMARÍN;Viña (San Román);Rozadas;
OURENSE;VILAMARTÍN DE VALDEORRAS;Arcos (San Lourenzo);Arcos;
OURENSE;VILAMARTÍN DE VALDEORRAS;Arnado (San Clemente);Arnado;
OURENSE;VILAMARTÍN DE VALDEORRAS;Cernego (San Víctor);Cernego;
OURENSE;VILAMARTÍN DE VALDEORRAS;Cernego (San Víctor);Robledo, O;
OURENSE;VILAMARTÍN DE VALDEORRAS;Córgomo (Santa Comba);Córgomo;
OURENSE;VILAMARTÍN DE VALDEORRAS;Córgomo (Santa Comba);Gralleiras, As;
OURENSE;VILAMARTÍN DE VALDEORRAS;Córgomo (Santa Comba);Santa Marta;
OURENSE;VILAMARTÍN DE VALDEORRAS;Correxais (San Pedro);Correxais;
OURENSE;VILAMARTÍN DE VALDEORRAS;Correxais (San Pedro);Penouta;
OURENSE;VILAMARTÍN DE VALDEORRAS;Correxais (San Pedro);Vilanova;
OURENSE;VILAMARTÍN DE VALDEORRAS;Mazo, O (Santo Antonio);Mazo, O;
OURENSE;VILAMARTÍN DE VALDEORRAS;Portela, A (San Xulián);Baxeles;
OURENSE;VILAMARTÍN DE VALDEORRAS;Portela, A (San Xulián);Carballal;
OURENSE;VILAMARTÍN DE VALDEORRAS;Portela, A (San Xulián);Portela, A;
OURENSE;VILAMARTÍN DE VALDEORRAS;San Miguel do Outeiro (Santo Antonio);San Miguel do Outeiro;
OURENSE;VILAMARTÍN DE VALDEORRAS;San Vicente de Leira (San Vicente);Aldea, A;
OURENSE;VILAMARTÍN DE VALDEORRAS;San Vicente de Leira (San Vicente);Chelos, Os;
OURENSE;VILAMARTÍN DE VALDEORRAS;San Vicente de Leira (San Vicente);San Vicente;
OURENSE;VILAMARTÍN DE VALDEORRAS;Valencia do Sil (San Bernabé);Covas, As;
OURENSE;VILAMARTÍN DE VALDEORRAS;Valencia do Sil (San Bernabé);Santiago;
OURENSE;VILAMARTÍN DE VALDEORRAS;Valencia do Sil (San Bernabé);Valencia do Sil;
OURENSE;VILAMARTÍN DE VALDEORRAS;Vilamartín de Valdeorras (San Xurxo);Valdegodos;
OURENSE;VILAMARTÍN DE VALDEORRAS;Vilamartín de Valdeorras (San Xurxo);Vilamartín;
PONTEVEDRA;VILANOVA DE AROUSA;András (San Lourenzo);Cachadas, As;
