Provincia;Concello;Parroquia;Lugar;
PONTEVEDRA;FORCAREI;Ventoxo (San Nicolao);Fontela;
PONTEVEDRA;FORCAREI;Ventoxo (San Nicolao);Ventoxo;
PONTEVEDRA;FORCAREI;Ventoxo (San Nicolao);Vilapouca;
PONTEVEDRA;FORNELOS DE MONTES;Calvos (Santo Adrián);Alén de Abaixo, A;
PONTEVEDRA;FORNELOS DE MONTES;Calvos (Santo Adrián);Alén de Arriba, A;
PONTEVEDRA;FORNELOS DE MONTES;Calvos (Santo Adrián);Cima de Vila;
PONTEVEDRA;FORNELOS DE MONTES;Calvos (Santo Adrián);Curuxeira, A;
PONTEVEDRA;FORNELOS DE MONTES;Calvos (Santo Adrián);Pereiral, O;
PONTEVEDRA;FORNELOS DE MONTES;Estacas, As (Santa María);Bustelos;
PONTEVEDRA;FORNELOS DE MONTES;Estacas, As (Santa María);Campeliños, Os;
PONTEVEDRA;FORNELOS DE MONTES;Estacas, As (Santa María);Couñago;
PONTEVEDRA;FORNELOS DE MONTES;Estacas, As (Santa María);Estacas, As;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Arrotea, A;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Ceo, O;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Costiña, A;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Fondo de Vila;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Igrexa, A;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Portela, A;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Portovilán, O;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Rial;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Soutosico;
PONTEVEDRA;FORNELOS DE MONTES;Fornelos de Montes (San Lourenzo);Vilán;
PONTEVEDRA;FORNELOS DE MONTES;Laxe, A (San Xosé);Airoa, A;
PONTEVEDRA;FORNELOS DE MONTES;Laxe, A (San Xosé);Casal, O;
PONTEVEDRA;FORNELOS DE MONTES;Laxe, A (San Xosé);Couso, O;
PONTEVEDRA;FORNELOS DE MONTES;Laxe, A (San Xosé);Entrerríos;
PONTEVEDRA;FORNELOS DE MONTES;Oitavén (San Vicente);Oitavén;
PONTEVEDRA;FORNELOS DE MONTES;Oitavén (San Vicente);San Vicente;
PONTEVEDRA;FORNELOS DE MONTES;Traspielas (Santa María);Freaza;
PONTEVEDRA;FORNELOS DE MONTES;Traspielas (Santa María);Pardalongas;
PONTEVEDRA;FORNELOS DE MONTES;Traspielas (Santa María);San Amaro;
PONTEVEDRA;FORNELOS DE MONTES;Traspielas (Santa María);Traspielas;
PONTEVEDRA;FORNELOS DE MONTES;Ventín (San Miguel);Ventín de Abaixo;
PONTEVEDRA;FORNELOS DE MONTES;Ventín (San Miguel);Ventín de Arriba;
LUGO;FOZ;Cangas (San Pedro);Abelairas, As;
LUGO;FOZ;Cangas (San Pedro);Alamparte;
LUGO;FOZ;Cangas (San Pedro);Lagas, As;
LUGO;FOZ;Cangas (San Pedro);Ribela, A;
LUGO;FOZ;Cangas (San Pedro);Vilachá;
LUGO;FOZ;Cangas (San Pedro);Vilamor;
LUGO;FOZ;Cangas (San Pedro);Vilasindre;
LUGO;FOZ;Cordido (San Xiao);Barral, O;
LUGO;FOZ;Cordido (San Xiao);Eixo, O;
LUGO;FOZ;Cordido (San Xiao);Ferradás;
LUGO;FOZ;Cordido (San Xiao);Moás, As;
LUGO;FOZ;Cordido (San Xiao);Sa;
LUGO;FOZ;Cordido (San Xiao);Sisto, O;
LUGO;FOZ;Fazouro (Santiago);Eixo, O;
LUGO;FOZ;Fazouro (Santiago);Lousada, A;
LUGO;FOZ;Fazouro (Santiago);Morgallón;
LUGO;FOZ;Fazouro (Santiago);Ponte, A;
LUGO;FOZ;Fazouro (Santiago);Vilarmea;
LUGO;FOZ;Foz (Santiago);Castro, O;
LUGO;FOZ;Foz (Santiago);Fondós;
LUGO;FOZ;Foz (Santiago);Foz;
LUGO;FOZ;Foz (Santiago);Mansín;
LUGO;FOZ;Foz (Santiago);Marzán;
LUGO;FOZ;Foz (Santiago);Sieiro;
LUGO;FOZ;Foz (Santiago);Vilaxuane;
LUGO;FOZ;Nois (San Xiao);Barrosa, A;
LUGO;FOZ;Nois (San Xiao);Brea;
LUGO;FOZ;Nois (San Xiao);Cabanas;
LUGO;FOZ;Nois (San Xiao);Carpacide;
LUGO;FOZ;Nois (San Xiao);Fondo de Nois;
LUGO;FOZ;Nois (San Xiao);Trasmonte das Chousas;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Caizal;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Caritel, O;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Carme, O;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Carrís, Os;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Ermida, A;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Ferreira Vella;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Forxán;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Mourente;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Oirín;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Palmiz;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Reiriz;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Río;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Trasmonte;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Vao;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Ver;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Vilacendoi;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Vilar;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Vilela;
LUGO;FOZ;San Martiño de Mondoñedo (San Martiño);Xinzo;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Chao, O;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Folgosa;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Rega, A;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Souto Novo, O;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Vilacizal;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Vilatuíxe;
LUGO;FOZ;Santa Cilla do Valadouro (Santa Cilla);Viñas;
LUGO;FOZ;Santo Acisclo do Valadouro (Santo Acisclo);Abidueiras, As;
LUGO;FOZ;Santo Acisclo do Valadouro (Santo Acisclo);Martín;
LUGO;FOZ;Santo Acisclo do Valadouro (Santo Acisclo);Ponte, A;
LUGO;FOZ;Santo Acisclo do Valadouro (Santo Acisclo);Raúlfe;
LUGO;FOZ;Santo Acisclo do Valadouro (Santo Acisclo);Valmaior;
LUGO;FOZ;Vilaronte (San Xoán);Cerdeiriña, A;
LUGO;FOZ;Vilaronte (San Xoán);Espiñeira, A;
LUGO;FOZ;Vilaronte (San Xoán);Mañente;
LUGO;FOZ;Vilaronte (San Xoán);Rúa, A;
LUGO;FOZ;Vilaronte (San Xoán);Seoane;
LUGO;FOZ;Vilaronte (San Xoán);Vigo;
LUGO;FOZ;Vilaronte (San Xoán);Xinzo;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Ansemonde;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Ar, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Barreiro, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Cabezo, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Canedo;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Carballal, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Castro, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Chamuín;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Cheda, A;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Corralvello;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Fondevila;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Fontao, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Fontemouro;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Gándara, A;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Gasalla;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Lamela;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Marís;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Pazo, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Pedrouzo, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Pibideira;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Pomariño, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Quintán;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Sobre dos Campos;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Taberna, A;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Tañoi;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Tumbadoiro, O;
CORUÑA, A;FRADES;Abellá (Santo Estevo);Vedral;
CORUÑA, A;FRADES;Aiazo (San Pedro);Casal, O;
CORUÑA, A;FRADES;Aiazo (San Pedro);Devesa, A;
CORUÑA, A;FRADES;Aiazo (San Pedro);Fonsá;
CORUÑA, A;FRADES;Aiazo (San Pedro);Fontelo, O;
CORUÑA, A;FRADES;Aiazo (San Pedro);Igrexa, A;
CORUÑA, A;FRADES;Aiazo (San Pedro);Torre, A;
CORUÑA, A;FRADES;Añá (Santa María);Añá de Meus;
CORUÑA, A;FRADES;Añá (Santa María);Bouzamonte;
CORUÑA, A;FRADES;Añá (Santa María);Carballeira, A;
CORUÑA, A;FRADES;Añá (Santa María);Carballiño;
CORUÑA, A;FRADES;Añá (Santa María);Chedas;
CORUÑA, A;FRADES;Añá (Santa María);Igrexa, A;
CORUÑA, A;FRADES;Añá (Santa María);Lameiro, O;
CORUÑA, A;FRADES;Añá (Santa María);Pombo, O;
CORUÑA, A;FRADES;Añá (Santa María);San Paio;
CORUÑA, A;FRADES;Añá (Santa María);Sanamil;
CORUÑA, A;FRADES;Añá (Santa María);Tarrentos;
CORUÑA, A;FRADES;Céltigos (San Xulián);Aboi;
CORUÑA, A;FRADES;Céltigos (San Xulián);Alemparte;
CORUÑA, A;FRADES;Céltigos (San Xulián);Alto de Aboi;
CORUÑA, A;FRADES;Céltigos (San Xulián);Campoduro;
CORUÑA, A;FRADES;Céltigos (San Xulián);Igrexa, A;
CORUÑA, A;FRADES;Céltigos (San Xulián);Ulló, O;
CORUÑA, A;FRADES;Céltigos (San Xulián);Vilar, O;
CORUÑA, A;FRADES;Frades (San Martiño);Cimadevila;
CORUÑA, A;FRADES;Frades (San Martiño);Fernandes, Os;
CORUÑA, A;FRADES;Frades (San Martiño);Piñeiro, O;
CORUÑA, A;FRADES;Frades (San Martiño);Reirís;
CORUÑA, A;FRADES;Frades (San Martiño);San Amaro;
CORUÑA, A;FRADES;Frades (San Martiño);San Martiño;
CORUÑA, A;FRADES;Frades (San Martiño);Vilar, O;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Alto, O;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Carballeira, A;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Currás, Os;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Igrexa, A;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Lapelas, As;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Ponte Carreira;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Raselo, O;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Sibío;
CORUÑA, A;FRADES;Gafoi (Santa Mariña);Vilar, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Barreiro, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Castro, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Outeiro, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Paraxón, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Pazo, O;
CORUÑA, A;FRADES;Galegos (San Martiño);Ponte, A;
CORUÑA, A;FRADES;Galegos (San Martiño);Reboredo;
CORUÑA, A;FRADES;Ledoira (San Martiño);Covelo, O;
CORUÑA, A;FRADES;Ledoira (San Martiño);Figueira, A;
CORUÑA, A;FRADES;Ledoira (San Martiño);Fonte Maior;
CORUÑA, A;FRADES;Ledoira (San Martiño);Igrexa, A;
CORUÑA, A;FRADES;Ledoira (San Martiño);Ponte Carreira;
CORUÑA, A;FRADES;Ledoira (San Martiño);Quintás, As;
CORUÑA, A;FRADES;Ledoira (San Martiño);Receá;
CORUÑA, A;FRADES;Ledoira (San Martiño);Ribadas;
CORUÑA, A;FRADES;Ledoira (San Martiño);Vilar, O;
CORUÑA, A;FRADES;Ledoira (San Martiño);Vilorín;
CORUÑA, A;FRADES;Mesos (San Salvador);Caboladrón;
CORUÑA, A;FRADES;Mesos (San Salvador);Canedos, Os;
CORUÑA, A;FRADES;Mesos (San Salvador);Carballal, O;
CORUÑA, A;FRADES;Mesos (San Salvador);Figueira, A;
CORUÑA, A;FRADES;Mesos (San Salvador);Gándara, A;
CORUÑA, A;FRADES;Mesos (San Salvador);Panica, A;
CORUÑA, A;FRADES;Moar (Santaia);Barazón, O;
CORUÑA, A;FRADES;Moar (Santaia);Campo, O;
CORUÑA, A;FRADES;Moar (Santaia);Canal;
CORUÑA, A;FRADES;Moar (Santaia);Castiñeiro Redondo;
CORUÑA, A;FRADES;Moar (Santaia);Cornes;
CORUÑA, A;FRADES;Moar (Santaia);Corredoiras, As;
CORUÑA, A;FRADES;Moar (Santaia);Fonte Santaia;
CORUÑA, A;FRADES;Moar (Santaia);Fraga, A;
CORUÑA, A;FRADES;Moar (Santaia);Freixomil;
CORUÑA, A;FRADES;Moar (Santaia);Garabanxa, A;
CORUÑA, A;FRADES;Moar (Santaia);Igrexa, A;
CORUÑA, A;FRADES;Moar (Santaia);Moar;
CORUÑA, A;FRADES;Moar (Santaia);Pedreira de Baixo, A;
CORUÑA, A;FRADES;Moar (Santaia);Pedreira de Riba, A;
CORUÑA, A;FRADES;Moar (Santaia);Pedreira do Medio, A;
CORUÑA, A;FRADES;Moar (Santaia);Queirís;
CORUÑA, A;FRADES;Moar (Santaia);Seixo, O;
CORUÑA, A;FRADES;Moar (Santaia);Vilarello;
CORUÑA, A;FRADES;Moar (Santaia);Vista Alegre;
CORUÑA, A;FRADES;Papucín (Santa María);Baiuca, A;
CORUÑA, A;FRADES;Papucín (Santa María);Carballal, O;
CORUÑA, A;FRADES;Papucín (Santa María);Consello;
CORUÑA, A;FRADES;Papucín (Santa María);Figueira, A;
CORUÑA, A;FRADES;Papucín (Santa María);Igrexa, A;
CORUÑA, A;FRADES;Papucín (Santa María);Monte, O;
CORUÑA, A;FRADES;Papucín (Santa María);Mostás;
CORUÑA, A;FRADES;Papucín (Santa María);Outeiro, O;
CORUÑA, A;FRADES;Papucín (Santa María);Pomariño, O;
CORUÑA, A;FRADES;Papucín (Santa María);Prado, O;
CORUÑA, A;FRADES;Papucín (Santa María);Quintá;
CORUÑA, A;FRADES;Papucín (Santa María);Tarrío;
CORUÑA, A;FRADES;Papucín (Santa María);Vimieiro;
CORUÑA, A;FRADES;Papucín (Santa María);Zochal, O;
CORUÑA, A;FRADES;Vitre (San Xoán);Augas Santas;
CORUÑA, A;FRADES;Vitre (San Xoán);Campo, O;
CORUÑA, A;FRADES;Vitre (San Xoán);Casal, O;
CORUÑA, A;FRADES;Vitre (San Xoán);Corredoiras, As;
CORUÑA, A;FRADES;Vitre (San Xoán);Currillos, Os;
CORUÑA, A;FRADES;Vitre (San Xoán);Igrexa, A;
CORUÑA, A;FRADES;Vitre (San Xoán);Loureiros, Os;
CORUÑA, A;FRADES;Vitre (San Xoán);Pereiruga, A;
CORUÑA, A;FRADES;Vitre (San Xoán);Piñeiro, O;
CORUÑA, A;FRADES;Vitre (San Xoán);Porta dos Caos;
CORUÑA, A;FRADES;Vitre (San Xoán);Reboredo;
CORUÑA, A;FRADES;Vitre (San Xoán);Uceira, A;
CORUÑA, A;FRADES;Vitre (San Xoán);Vilarxoán;
CORUÑA, A;FRADES;Vitre (San Xoán);Virtudes, As;
LUGO;FRIOL;Anafreita (San Pedro);Baraxeiro, O;
LUGO;FRIOL;Anafreita (San Pedro);Braña, A;
LUGO;FRIOL;Anafreita (San Pedro);Carballosa, A;
LUGO;FRIOL;Anafreita (San Pedro);Curral dos Mateos, O;
LUGO;FRIOL;Anafreita (San Pedro);Curral dos Paos, O;
LUGO;FRIOL;Anafreita (San Pedro);Devesa, A;
LUGO;FRIOL;Anafreita (San Pedro);Pardiñeira;
LUGO;FRIOL;Anafreita (San Pedro);Paredes;
LUGO;FRIOL;Anafreita (San Pedro);Portolamas;
LUGO;FRIOL;Anafreita (San Pedro);Río, O;
LUGO;FRIOL;Anxeriz (Santa María);Anxeriz;
LUGO;FRIOL;Anxeriz (Santa María);Coto, O;
LUGO;FRIOL;Anxeriz (Santa María);Cuíña;
LUGO;FRIOL;Anxeriz (Santa María);Ferreira;
LUGO;FRIOL;Anxeriz (Santa María);Penelas, As;
LUGO;FRIOL;Anxeriz (Santa María);Piñeiro;
LUGO;FRIOL;Anxeriz (Santa María);Rosende;
LUGO;FRIOL;Anxeriz (Santa María);Sabugueiro, O;
LUGO;FRIOL;Anxeriz (Santa María);Sisto;
LUGO;FRIOL;Bra (San Martiño);Bra;
LUGO;FRIOL;Bra (San Martiño);Cafúa, A;
LUGO;FRIOL;Bra (San Martiño);Campos, Os;
LUGO;FRIOL;Bra (San Martiño);Camposa, A;
LUGO;FRIOL;Bra (San Martiño);San Martiño;
LUGO;FRIOL;Carballo (San Xiao);Albeiro, O;
LUGO;FRIOL;Carballo (San Xiao);Barallobre;
LUGO;FRIOL;Carballo (San Xiao);Bernadal;
LUGO;FRIOL;Carballo (San Xiao);Carballo;
LUGO;FRIOL;Carballo (San Xiao);Cortella, A;
LUGO;FRIOL;Carballo (San Xiao);Currás;
LUGO;FRIOL;Carballo (San Xiao);Fraga, A;
LUGO;FRIOL;Carballo (San Xiao);Freiría, A;
LUGO;FRIOL;Carballo (San Xiao);Froxelle;
LUGO;FRIOL;Carballo (San Xiao);Gándara, A;
LUGO;FRIOL;Carballo (San Xiao);Guntín;
LUGO;FRIOL;Carballo (San Xiao);Laxe, A;
LUGO;FRIOL;Carballo (San Xiao);Manxadoiro, O;
LUGO;FRIOL;Carballo (San Xiao);Paredes;
LUGO;FRIOL;Carballo (San Xiao);Penelas, As;
LUGO;FRIOL;Carballo (San Xiao);Pereira, A;
LUGO;FRIOL;Carballo (San Xiao);Porto de Cas, O;
LUGO;FRIOL;Carlín (Santa María);Argá de Abaixo, A;
LUGO;FRIOL;Carlín (Santa María);Argá de Arriba, A;
LUGO;FRIOL;Carlín (Santa María);Cabana, A;
LUGO;FRIOL;Carlín (Santa María);Carlín;
LUGO;FRIOL;Carlín (Santa María);Pena do Muíño, A;
LUGO;FRIOL;Carlín (Santa María);Taín;
LUGO;FRIOL;Cotá (San Martiño);Agruñá;
LUGO;FRIOL;Cotá (San Martiño);Casas da Feira, As;
LUGO;FRIOL;Cotá (San Martiño);Coído;
LUGO;FRIOL;Cotá (San Martiño);Cotá;
LUGO;FRIOL;Cotá (San Martiño);Dombrollo;
LUGO;FRIOL;Cotá (San Martiño);Lagouzos, Os;
LUGO;FRIOL;Cotá (San Martiño);Pena, A;
LUGO;FRIOL;Cotá (San Martiño);Ponte, A;
LUGO;FRIOL;Cotá (San Martiño);Portasueiro;
LUGO;FRIOL;Cotá (San Martiño);Rexidoira, A;
LUGO;FRIOL;Cotá (San Martiño);Silvarredonda;
LUGO;FRIOL;Friol (San Xiao);Friol;
LUGO;FRIOL;Guimarei (Santa María);Abrigueiro, O;
LUGO;FRIOL;Guimarei (Santa María);Campo da Feira, O;
LUGO;FRIOL;Guimarei (Santa María);Eirexe, A;
LUGO;FRIOL;Guimarei (Santa María);Guimarei de Arriba;
LUGO;FRIOL;Guimarei (Santa María);Meigonte;
LUGO;FRIOL;Guldriz (Santiago);Abelleira, A;
LUGO;FRIOL;Guldriz (Santiago);Boleta, A;
LUGO;FRIOL;Guldriz (Santiago);Guldriz de Abaixo;
LUGO;FRIOL;Guldriz (Santiago);Guldriz de Arriba;
LUGO;FRIOL;Guldriz (Santiago);Leboreira, A;
LUGO;FRIOL;Guldriz (Santiago);Seixalbo;
LUGO;FRIOL;Guldriz (Santiago);Veigas, As;
LUGO;FRIOL;Lamas (Santa María);Lamas;
LUGO;FRIOL;Lea (San Xurxo);Casas dos Galiñeiros, As;
LUGO;FRIOL;Lea (San Xurxo);Cascancela;
LUGO;FRIOL;Lea (San Xurxo);Curral de Abaixo, O;
LUGO;FRIOL;Lea (San Xurxo);Curral de Arriba, O;
LUGO;FRIOL;Lea (San Xurxo);Gándara, A;
LUGO;FRIOL;Lea (San Xurxo);Lea;
LUGO;FRIOL;Lea (San Xurxo);Outeiro, O;
LUGO;FRIOL;Lea (San Xurxo);Pradeda;
LUGO;FRIOL;Madelos (Santalla);Córneas;
LUGO;FRIOL;Madelos (Santalla);Cotón, O;
LUGO;FRIOL;Madelos (Santalla);Penas, As;
LUGO;FRIOL;Madelos (Santalla);Vila Grande, A;
LUGO;FRIOL;Madelos (Santalla);Vila Pequena, A;
LUGO;FRIOL;Miraz (Santiago);Corveiros;
LUGO;FRIOL;Miraz (Santiago);Curral da Fonte, O;
LUGO;FRIOL;Miraz (Santiago);Florida, A;
LUGO;FRIOL;Miraz (Santiago);Laxes, As;
LUGO;FRIOL;Miraz (Santiago);Outeiro Grande, O;
LUGO;FRIOL;Miraz (Santiago);Outeiro, O;
LUGO;FRIOL;Miraz (Santiago);Picos, Os;
LUGO;FRIOL;Miraz (Santiago);Pontella, A;
LUGO;FRIOL;Miraz (Santiago);Portoscarros;
LUGO;FRIOL;Miraz (Santiago);Vilaldar;
LUGO;FRIOL;Narla (San Pedro);Cabeza de Vaca;
LUGO;FRIOL;Narla (San Pedro);Chao, O;
LUGO;FRIOL;Narla (San Pedro);Cima de Vila;
LUGO;FRIOL;Narla (San Pedro);Eirexe, A;
LUGO;FRIOL;Narla (San Pedro);Espiñeira, A;
LUGO;FRIOL;Narla (San Pedro);Golmar;
LUGO;FRIOL;Narla (San Pedro);Lagoa;
LUGO;FRIOL;Narla (San Pedro);Montecelos;
LUGO;FRIOL;Narla (San Pedro);Pacios;
LUGO;FRIOL;Narla (San Pedro);Pontella, A;
LUGO;FRIOL;Narla (San Pedro);Porreira, A;
LUGO;FRIOL;Narla (San Pedro);Portela, A;
LUGO;FRIOL;Narla (San Pedro);Seidoiro;
LUGO;FRIOL;Narla (San Pedro);Todón;
LUGO;FRIOL;Narla (San Pedro);Vilar, O;
LUGO;FRIOL;Nodar (San Mamede);Aldea de Arriba, A;
LUGO;FRIOL;Nodar (San Mamede);Bargo, O;
LUGO;FRIOL;Nodar (San Mamede);Bidueiro, O;
LUGO;FRIOL;Nodar (San Mamede);Cabana, A;
LUGO;FRIOL;Nodar (San Mamede);Carballo do Vento;
LUGO;FRIOL;Nodar (San Mamede);Carballoso;
LUGO;FRIOL;Nodar (San Mamede);Cerdeira, A;
LUGO;FRIOL;Nodar (San Mamede);Conventillo, O;
LUGO;FRIOL;Nodar (San Mamede);Corda, A;
LUGO;FRIOL;Nodar (San Mamede);Fábrica, A;
LUGO;FRIOL;Nodar (San Mamede);Fontes, As;
LUGO;FRIOL;Nodar (San Mamede);Guimarei;
LUGO;FRIOL;Nodar (San Mamede);Ledro;
LUGO;FRIOL;Nodar (San Mamede);Loureiro, O;
LUGO;FRIOL;Nodar (San Mamede);Mantelle;
LUGO;FRIOL;Nodar (San Mamede);Nodar;
LUGO;FRIOL;Nodar (San Mamede);Outeiro, O;
LUGO;FRIOL;Nodar (San Mamede);Penalba, A;
LUGO;FRIOL;Nodar (San Mamede);Ponteliñeira, A;
LUGO;FRIOL;Nodar (San Mamede);Portocelo;
LUGO;FRIOL;Nodar (San Mamede);Rego do Orizo, O;
LUGO;FRIOL;Nodar (San Mamede);Roxica, A;
LUGO;FRIOL;Nodar (San Mamede);Samede;
LUGO;FRIOL;Nodar (San Mamede);Santo Estevo;
LUGO;FRIOL;Nodar (San Mamede);Travesa de Ledro, A;
LUGO;FRIOL;Nodar (San Mamede);Vilariño;
LUGO;FRIOL;Ousá (San Xiao);Campo, O;
LUGO;FRIOL;Ousá (San Xiao);Carpaceiras, As;
LUGO;FRIOL;Ousá (San Xiao);Casa de Parga, A;
LUGO;FRIOL;Ousá (San Xiao);Casa do Pazo, A;
LUGO;FRIOL;Ousá (San Xiao);Lamelas, As;
LUGO;FRIOL;Ousá (San Xiao);Lourido;
LUGO;FRIOL;Ousá (San Xiao);Mámoa, A;
LUGO;FRIOL;Ousá (San Xiao);Mazcarelle;
LUGO;FRIOL;Ousá (San Xiao);Mozón, O;
LUGO;FRIOL;Ousá (San Xiao);Novexilde;
LUGO;FRIOL;Ousá (San Xiao);Pereira, A;
LUGO;FRIOL;Ousá (San Xiao);Portonovo, O;
LUGO;FRIOL;Ousá (San Xiao);Quintá;
LUGO;FRIOL;Ousá (San Xiao);Requeixo;
LUGO;FRIOL;Ousá (San Xiao);Vilar, O;
LUGO;FRIOL;Pacio, O (Santa María);Burgo de Negral, O;
LUGO;FRIOL;Pacio, O (Santa María);Casanova, A;
LUGO;FRIOL;Pacio, O (Santa María);Grela, A;
LUGO;FRIOL;Pacio, O (Santa María);Pacio, O;
LUGO;FRIOL;Pacio, O (Santa María);Paraño, O;
LUGO;FRIOL;Pacio, O (Santa María);Pedreiras, As;
LUGO;FRIOL;Pacio, O (Santa María);Tras do Agro;
LUGO;FRIOL;Pacio, O (Santa María);Valiña, A;
LUGO;FRIOL;Pacio, O (Santa María);Vilacarpide;
LUGO;FRIOL;Pacio, O (Santa María);Vilar de Salgueiros;
LUGO;FRIOL;Prado (San Martiño);Casanova, A;
LUGO;FRIOL;Prado (San Martiño);Costa, A;
LUGO;FRIOL;Prado (San Martiño);Devesa, A;
LUGO;FRIOL;Prado (San Martiño);Empalme, O;
LUGO;FRIOL;Prado (San Martiño);Lousende;
LUGO;FRIOL;Prado (San Martiño);Outarelo;
LUGO;FRIOL;Prado (San Martiño);Pena, A;
LUGO;FRIOL;Prado (San Martiño);Prado de Abaixo, O;
LUGO;FRIOL;Prado (San Martiño);Prado de Arriba, O;
LUGO;FRIOL;Prado (San Martiño);Sisto, O;
LUGO;FRIOL;Prado (San Martiño);Uceira, A;
LUGO;FRIOL;Ramelle (Santa María);Casbarreiro;
LUGO;FRIOL;Ramelle (Santa María);Outeiro, O;
LUGO;FRIOL;Ramelle (Santa María);Pedreiras, As;
LUGO;FRIOL;Ramelle (Santa María);Ramelle;
LUGO;FRIOL;Ramelle (Santa María);Salgueiro, O;
LUGO;FRIOL;Rocha (San Cosmede);Alto, O;
LUGO;FRIOL;Rocha (San Cosmede);Carregal, O;
LUGO;FRIOL;Rocha (San Cosmede);Casanova, A;
LUGO;FRIOL;Rocha (San Cosmede);Malpica;
LUGO;FRIOL;Rocha (San Cosmede);Regoela, A;
LUGO;FRIOL;Roimil (San Xiao);Alzada, A;
LUGO;FRIOL;Roimil (San Xiao);Bullo, O;
LUGO;FRIOL;Roimil (San Xiao);Buxán;
